BBL,BldgClass,LotArea,BldgArea,HistDist,Landmark,OwnerName
1020760056,C7,10000,40990,,,540 WEST 145 LLC.
1020760061,K2,9992,19984,,,L&M 3534 BROADWAY LLC
1020760118,C2,1665,6630,,,WHGA RENNAISSANCE APA
1020760120,C5,1665,5535,,,"NOTRICA, JACK"
1020760125,C2,1649,2571,,,TROTTMAN ELSIE
1020760127,C3,1649,2571,,,"POTTINGER, STACEY"
1020760128,C7,1674,2697,,,T MOULTON
1020767501,R1,1666,4572,,,
1020770001,D7,12500,61540,,,GTTG BROADWAY CORP
1020770006,K2,9992,18984,,,541 LLC
1020770010,C6,3331,12240,,,533 WEST 145 STREET H
1020770012,C7,3331,12340,,,HAMILTON HEIGHTS CLUS
1020770013,C7,3331,12240,,,HAMILTON HEIGHTS CLUS
1020770014,W1,29985,97895,,,CLARENCE P. GRANT HOU
1020770020,HR,3327,0,,,CROSSTOWN HOTEL INC
1020770022,C4,3331,14827,,,513 WEST HOUSING DEVE
1020770023,HR,3331,0,,,HAMILTON HEIGHTS ENTE
1020770024,P5,3997,7510,,,"PHASE PIGGY BACK, INC"
1020770026,P8,5995,15000,,"NY PUBLIC LIBRARY, HAMILTON GRANGE",NEW YORK PUBLIC LIBRA
1020770029,O9,2492,11080,,,1720 AMSTERDAM LLC
1020770030,C4,2500,9260,,,AMSTERDAM 146 LLC
1020770031,C4,2500,9452,,,AMSTERDAM 146 LLC
1020770032,C4,2500,9340,,,1726 AMSTERDAM LLC
1020770033,C4,2500,8530,,,1728-1730 AMSTERDAM A
1020770034,C4,1875,8125,,,1728-1730 AMSTERDAM A
1020770035,C4,1875,8125,,,AW HOLDING L.P.
1020770036,C4,1869,8349,,,JEG PROPERTY HOLDING
1020770037,C1,3997,16686,,,406 MANHATTAN LLC
1020770038,C1,3997,16686,,,510 WEST 146 LLC
1020770039,C1,3997,16686,,,406 MANHATTAN LLC
1020770041,C6,3997,16686,,,HAMILTON HEIGHTS COMM
1020770043,V1,3997,0,,,THE MANHATTAN LAND TR
1020770050,D4,7433,31430,,,540 W 146 ST-H D F C
1020770053,C1,4996,21190,,,113-117 REALTY LLC
1020770055,C1,3747,12615,,,113-117 REALTY LLC
1020770057,C1,3747,12615,,,113-117 REALTY LLC
1020770059,K2,5000,9680,,,"2431 GRAND CONCOURSE,"
1020770060,K2,7500,13740,,,R.C.J.R. REALTY LLC
1020770136,C1,1873,7640,,,DEMINGER INC
1020780001,K9,7611,22360,,HAMILTON THEATER,146TH UPPER BROADWAY
1020780005,K9,14874,39690,,,553 WEST 146TH STREET
1020780011,D1,9992,42695,,,545 WEST 146TH ST INC
1020780015,C1,4996,20826,,,KAPPEL PROPERTIES I L
1020780017,Z3,4996,4900,,,521 W 146 CORP
1020780019,W1,69942,140169,,,NYC DEPARTMENT OF EDU
1020780047,C1,4996,17410,,,522-536 W 147 ST OWNE
1020780049,C5,4996,21750,,,522-536 W 147 ST OWNE
1020780051,C1,4996,16800,,,522-536 W 147 ST OWNE
1020780053,C1,4996,17410,,,522-536 W 147 ST OWNE
1020780055,V1,4992,0,,,553 WEST 146TH STREET
1020780057,C1,3747,12575,,,542 WEST 147 STREET L
1020780059,C6,3747,12575,,,PALMARES HDFC
1020780061,D7,9992,46986,,,BARRY MARTIN 546 CORP
1020790001,D7,12488,57060,,,147TH STREET CORPORAT
1020790007,D4,9992,42528,,,547 WEST 147 ST HDFC
1020790011,V1,1699,0,,,THE MANHATTAN LAND TR
1020790012,C0,1699,3536,,,"WILLIAMS, MARIAMA"
1020790013,C5,1599,3200,,,DESTIN RANDOLPH
1020790014,C3,1699,2700,,,HAMILTON 147 LLC
1020790015,C0,1699,5500,,,"BALLESTER-GIL, FERNAN"
1020790017,M1,3331,9900,,,BETHEL HOLY CHURCH ET
1020790019,C1,4996,17920,,,HOLY LAND MGMT LLC
1020790021,C1,4996,17920,,,HOLY LAND MGMT LLC
1020790023,C1,4996,17920,,,HOLY LAND MGMT LLC
1020790025,C1,4996,21228,,,WEST 147 AND 150 LLC
1020790027,C1,1998,7848,,,HOUSING PRESERVATION
1020790028,C1,2998,11430,,,HOUSING PRESERVATION
1020790029,C7,4000,14830,,,AMSTERDAM 147 INC
1020790030,C7,2000,5850,,,AMSTERDAM 147 INC
1020790031,C7,2000,6232,,,AMSTERDAM 147 INC
1020790032,S4,1992,6550,,,GEORGE BARBEE LIMITED
1020790033,C7,2500,9225,,,NEW AMSTERDAM ASSOCIA
1020790034,C5,2500,8785,,,HEIGHTS 150TH STREET
1020790036,C7,4996,21395,,,532 CORP
1020790037,C1,4163,13875,,,HAMILTON HEIGHTS COMM
1020790039,C1,4163,14490,,,NEW AMSTERDAM ASSOCIA
1020790041,C1,4163,14490,,,510 W 148 LLC
1020790042,C1,4163,14275,,,HAMILTON HEIGHTS COMM
1020790044,C1,4163,14275,,,HAMILTON HEIGHTS COMM
1020790046,C1,4163,18316,,,148TH ST LLC
1020790047,C0,1749,4624,,,ROBERT J CORCORAN
1020790048,C5,1699,2800,,,ALJALI REALTY CORP
1020790049,M1,1699,2960,,,JEHOVAH BPTST CHRCHET
1020790050,B2,1707,3273,,,"NEELEY, NATALIE"
1020790051,C2,1665,2652,,,"ST FIRMIN, BERTRAND"
1020790052,C2,1665,2646,,,"TRIEBES, STEVEN ROBER"
1020790053,I7,1665,2550,,,"FEDERATION/P.R.COMM.,"
1020790054,C3,1665,3566,,,"WHITE, YVONNE F"
1020790055,C1,4996,17013,,,554 W 148 LLC
1020790057,C1,4996,17013,,,558-60WEST 148TH ST H
1020790061,D7,12488,57502,,,148TH STREET ASSOCIAT
1020790112,C3,1599,4609,,,"FLETCHMAN, ALBERT L."
1020790114,B1,1699,3656,,,BK PROP 535 LLC
1020790118,C0,1665,3195,,,SUGAR HILL SWEDEN REA
1020790147,C5,1549,2646,,,"DACRUZ, LUIS"
1020790149,C3,1599,2541,,,HAMILTON HEIGHTS COMM
1020790150,B9,1657,3273,,,WARNER E MEADOWS III
1020790152,C3,1665,4250,,,"PARK, ROBERT SCOTT II"
1020797501,R4,3297,14863,,,
1020800001,C7,4996,21150,,,3600 BROADWAY OWNER L
1020800003,C7,3750,14200,,,3600 BROADWAY OWNER L
1020800005,D1,9992,60165,,,"557 WEST 148 REALTY,"
1020800009,C3,1749,3600,,,HAMILTON HEIGHTS COMM
1020800010,C5,1449,2580,,,TANGO PROPERTIES INC.
1020800011,D1,7433,39845,,,CRP 545 WEST 148TH LL
1020800014,C2,2498,3412,,,IWC 539 W. 148TH STRE
1020800015,C3,1665,2608,,,"CAMILO, MALGORZATA"
1020800016,C5,1665,2608,,,LEIGHTON G WESTON
1020800017,C5,1665,2608,,,"REMACHE, MANUEL"
1020800018,C3,1665,3738,,,HAMILTON HEIGHTS COMM
1020800019,C0,1749,3486,,,"COLEMAN, WILLA M"
1020800020,B1,1549,3576,,,"ADDAMS-PILGRIM, LISA"
1020800021,C0,1549,3488,,,"519 W 148 STREET, LLC"
1020800022,B1,1799,2754,,,"BENZ, EMILY"
1020800023,M3,4996,6958,,,MANHATTAN BIBLE INST
1020800025,C1,3747,12930,,,HAMILTON HEIGHTS COMM
1020800027,C1,3747,12495,,,503 WEST 148 STREET L
1020800028,C4,3242,15420,,,EDGECOMBE PRESERVATIO
1020800030,C7,2700,10059,,,ECDO COMMUNITY PARTNE
1020800031,C4,2700,10059,,,EDGECOMBE PRESERVATIO
1020800032,C7,2700,10059,,,DAY SPRING BAPTIST CH
1020800033,C7,2700,11610,,,DANIEL REALTY LLC
1020800034,C7,2700,9313,,,"BOBBY MARAJ HOLDING,"
1020800035,C7,3242,14125,,,HAMILTON HEIGHTS COMM
1020800036,D3,2498,10750,,,1802 ASSOCIATES LP
1020800037,C5,1665,2745,,,MAE MOORE
1020800038,C2,1665,2745,,,508 WEST 149 ST. LLC.
1020800039,C3,1499,2940,,,HAMILTON HEIGHTS COMM
1020800040,C3,1499,3800,,,UHAB HOUSING DEVELOPM
1020800041,C0,1499,3292,,,BIANKA 518 LLC
1020800042,C0,1499,3172,,,"CLARK, JULIA"
1020800043,C2,1499,2208,,,MCRAE SHEILA
1020800044,B1,1499,2904,,,GIESECKE CHRISTA
1020800045,C0,1665,3344,,,"RODRIGUEZ, LUIS R."
1020800046,B1,1665,3484,,,JOSEPH CALVO
1020800047,C5,1665,3328,,,"WALLACE, MARIA K"
1020800048,B1,1665,0,,,540 WEST 149TH STREET
1020800049,C5,3300,6528,,,WEST 149 PARTNERS L
1020800051,C5,3330,6656,,,WEST 149 PARTNERS L
1020800052,C5,3330,6728,,,"WEST 149 PARTNERS, L."
1020800054,C5,3330,6656,,,"WEST 149 PARTNERS, L."
1020800055,C6,3303,12585,,,560 W 149 STREET TENA
1020800056,C6,3331,12585,,,562 W 149 ST HDF  COR
1020800058,V1,3331,0,,,NY GARDEN TRUST
1020800059,D7,7500,36624,,,3612 BROADWAY PARTNER
1020800062,C7,3750,15114,,,3600 BROADWAY OWNER L
1020800110,C5,1799,3600,,,TANGO PROPERTIES INC.
1020800116,C5,1665,3612,,,"WESTON, LEIGHTON G."
1020800118,B9,1665,3328,,,"BLOCK, CHRISTINA L"
1020800120,C3,1549,3408,,,HAMILTON HEIGHTS COMM
1020800122,C5,1799,3672,,,515 WEST 148TH STREET
1020800137,C2,1665,2745,,,"TRUJILLO, FRANCISCA"
1020800138,B9,1499,2935,,,510 WEST 149 ST LLC
1020800140,C0,1499,3292,,,"JAMESON, MICHAEL"
1020800141,B1,1499,2904,,,DUNCAN ERIC JONES
1020800143,C0,1499,2868,,,"PETTERSSON, ANNA"
1020800144,B9,1665,6660,,,"YOUNG, EMILY"
1020800147,C2,1665,3328,,,"SUGAR HILL REALTY,"
1020800151,C5,1665,3332,,,GAVEA LLC
1020807501,R1,1665,3174,,,
1020810001,D7,9992,45930,,,3620 BROADWAY INVESTO
1020810006,C1,8100,30855,,,557-561 WEST 149 HOLD
1020810010,C1,4996,19426,,,1511 SHERIDAN LLC
1020810012,B1,1665,3751,,,"BEARD, MEGHAN"
1020810013,C5,1665,2595,,,AMPRO NEW YORK LLC
1020810014,D4,7500,38925,,,537 W 149 ST CORPORAT
1020810017,B3,1699,3400,,,ZANDER LLC
1020810018,C3,1599,3274,,,533 W. 149 LLC
1020810019,B3,1649,3200,,,WILLIE WOODBURRY
1020810020,I7,1699,2650,,,"FEDERATION/P.R.COMM.,"
1020810021,C3,1699,6800,,,523 W. 149 ST ASSOCIA
1020810022,C5,1848,4456,,,M. LANDAU LLC
1020810023,C3,1649,2475,,,RAPHAEL SBARGE
1020810025,C0,1749,4296,,,"LEVINE, MARSHA R"
1020810026,C5,1749,3528,,,ATSA REALTY CORP
1020810027,C3,1749,3528,,,BERNARD JEFFERSON
1020810028,C1,2498,9083,,,503 W 149 ST CORP
1020810029,C7,2492,11010,,,MASSAWA CORP
1020810030,C7,2500,9321,,,1802 ASSOCIATES LP
1020810031,C7,2500,9321,,,1802 ASSOCIATES LP
1020810032,C7,2500,9321,,,1802 ASSOCIATES LP
1020810033,C7,1992,7251,,,CITY OF NEW YORK
1020810034,C4,2700,9777,,,1802 ASSOCIATES LP
1020810035,C7,2700,9777,,,1802 ASSOCIATES LIMIT
1020810036,C7,2600,11322,,,1886 AMSTERSDAM EQUIT
1020810037,C1,4996,21600,,,"ETON 102-150, LLC"
1020810039,C1,4996,21600,,,"ETON 102-150, LLC"
1020810041,B1,1599,2637,,,"GENNARO, ROSARIO"
1020810042,B1,1749,3604,,,MONTEIRO JUNIE
1020810043,B1,1499,3925,,,"CLARKE, BRYNE"
1020810044,C5,1499,2472,,,AKWEI GLADYS K O
1020810045,B1,1499,4620,,,LENORE BROWNE
1020810046,C5,1499,3240,,,"SANDERS, AS TRUSTEE,"
1020810047,C3,1499,2472,,,AKWEI GLADYS K O
1020810048,A9,1499,3300,,,"POWELL, GEORGE W."
1020810049,C3,1848,2880,,,BOBB BARBARA
1020810050,A9,3698,4152,,,"HYMANS, DAVID H"
1020810051,C3,1699,2909,,,YOLANDA HOLMES
1020810052,C2,1848,2880,,,PARKS CORA M
1020810053,C1,1998,4696,,,PARKS CORA M
1020810054,C5,2498,6604,,,NORTHEASTERN CORP 7TH
1020810055,M9,2498,6492,,,NORTHEASTERN CONFEREN
1020810056,M1,6395,8660,,,THE NORTH-EASTERN CON
1020810059,A9,3597,2451,,,EULA POWELL
1020810061,K1,9992,9540,,,CKMR CORPORATION
1020810113,C0,1665,3264,,,"ADISU, ADANECH"
1020810118,C3,1699,3468,,,CARLA SEALS
1020810119,C2,1649,2475,,,RATLIFF DEBORAH
1020810121,C5,1848,4492,,,W. 149 ACQUISITION CO
1020810124,C2,16846,3528,,,"511 W. 149TH JJF JFL,"
1020810140,C3,1699,2282,,,2626 DEVELOPMENT CORP
1020810142,A9,1449,3080,,,"LOUIS T. WRIGHT HDFC,"
1020810143,B1,1499,3300,,,KAPPA OMICRON INC
1020810144,A4,1499,4166,,,"ROGALA, KENNETH ROBER"
1020810146,C5,1499,3240,,,LIMESTONE INC
1020810149,B9,1698,3679,,,"HYMANS, DAVID H"
1020810150,C3,1699,2909,,,"GHOBADI, HASSEIN M"
1020817501,R1,1898,6097,,,
1020817502,R1,1749,4623,,,
1020817503,R6,1699,5519,,,
1020820001,D7,10000,44922,,,3640 BROADWAY LLC
1020820005,C6,4996,20787,,,557-63 WEST 150 ST HD
1020820007,C6,4996,20787,,,557-63 WEST 150 ST HD
1020820009,C1,4996,17800,,,"TERRACE APARTMENTS,IN"
1020820011,C1,4996,18158,,,"JOHNSON, ALBERT"
1020820013,C1,4996,17270,,,537 W. 150 LLC
1020820015,C1,4996,17220,,,"TERRACE APARTMENTS,IN"
1020820017,C2,1898,4210,,,"CRAWFORD, GEORGE E"
1020820018,C2,1699,3629,,,PARK SOO SUNG
1020820019,C5,1898,4341,,,525 WEST 150TH STREET
1020820020,C5,1699,3629,,,TURNER DAVID
1020820021,B1,1898,4352,,,HYLDA CLARKE
1020820022,C5,1499,3408,,,517 WEST 150TH STREET
1020820023,C5,1499,3408,,,KEVCO GROUP LLC
1020820024,C0,1499,3408,,,PETER DEPIETRO
1020820025,C3,1499,3408,,,"BROWN, OLLIE"
1020820026,C5,1499,3408,,,505 CVE PROPERTY LLC
1020820027,C5,1499,3448,,,501 WEST 150 STREET H
1020820028,L8,19900,66720,,JOSEPH LOTH & CO SILK RIBBON MILL,1818-1838 AMSTERDAMAV
1020820036,D1,7494,29736,,,SINCLAIR HOUSING DEVE
1020820039,C1,3331,12040,,,MARLO ASSOC
1020820040,C1,3331,12040,,,WEST BRIDGE ASSOCIATE
1020820042,C6,3331,12040,,,510 WEST 151 STREETHO
1020820043,D1,4996,31500,,,ADANA PROPERTIES LLC
1020820045,D1,4996,26005,,,WEST RIVER ASSOCIATES
1020820047,C1,3997,13535,,,WEST BRIDGE ASSOCIATE
1020820049,C6,3997,13535,,,522 WEST 151ST ST HDF
1020820050,C6,3997,13535,,,524 WEST 151ST ST (HD
1020820052,D1,10491,38125,,,SINCLAIR HOUSING DEVE
1020820056,C1,2498,10875,,,558 WEST 151 STREET R
1020820057,C1,4996,25800,,,BH 560 WEST 151 LLC
1020820059,S9,2492,7764,,,WEST BRIDGE ASSOCIATE
1020820060,M1,5050,9231,,,NEW YORK CONGREG ETAL
1020820062,K2,2450,3950,,,"FIGUEROA, FELIX"
1020820118,C3,1699,3732,,,BENEDICT LARICO
1020820120,C5,1699,2796,,,"AGAPE 1, LLC."
1020820122,C5,1499,3492,,,KEVCO GROUP LLC
1020820124,C3,1499,3564,,,MUJAHID JUBAE
1020820126,C1,1499,3927,,,"EP 503 WEST, LLC"
1020820127,V1,1499,0,,,NEW YORK GARDEN TRUST
1020830001,D7,14988,71112,,,3660 BROADWAY BCR LLC
1020830008,D4,7494,31850,,,WEST BRIDGE ASSOCIATE
1020830011,C1,4163,14410,,,MATILDA KISS
1020830013,C1,4163,13916,,,"531 WEST 151ST,"
1020830015,C1,4163,13916,,,529 WEST 151 LLC
1020830016,C1,3997,14880,,,527 WEST 151ST STREET
1020830017,C1,3997,14880,,,525 WEST 151 STREETHO
1020830019,C6,4496,17350,,,523 WEST 151 STREET H
1020830021,C6,3331,12510,,,521 WEST 151 ST HDFC
1020830022,C4,3331,12480,,,519 WEST 151 STREETHO
1020830023,C6,3331,14500,,,URBAN OASIS HSG DEV E
1020830025,C6,2498,9130,,,515 W 151 ST DVPMTN E
1020830026,C1,7433,26630,,,CRP 511 WEST 151ST LL
1020830028,G6,1873,0,,,AMSTERDAM MARKET HOLD
1020830029,S2,1500,3000,,,AMSTERDAM MARKET HOLD
1020830030,S9,2700,5000,,,AMSTERDAM MARKET HOLD
1020830031,S2,1400,2500,,,AMSTERDAM MARKET HOLD
1020830032,S5,2450,6000,,,KS AMSTERDAM LLC
1020830033,G9,5000,15000,,,WALL TO WALL HOLDINGS
1020830035,M9,4992,16775,,32ND POLICE PRECINCT STATION HOUSE,ST LUKE A M E CHURCH
1020830037,C1,7494,26625,,,502 WEST 152ND LLC
1020830040,C1,4163,13680,,,WEST BRIDGE ASSOCIATE
1020830042,C1,4163,14405,,,EXTRA H REALTY CORP
1020830043,C1,4163,14405,,,ROSK RLTY CORP
1020830045,C6,4496,16476,,,"522 WEST 152 STREET,"
1020830047,C6,3997,15084,,,524 WEST 152ND STREET
1020830048,I7,3997,15500,,,EMSTAR INC
1020830049,C1,4163,14316,,,528 W 152ND ST LLC
1020830051,C1,4163,14010,,,ADHY ADVISORS LLC
1020830053,C1,4163,14010,,,532 W 152ND OWNER LLC
1020830055,D4,7494,32022,,,534-36 WEST 152 ST ET
1020830058,C1,4996,17960,,,584 WEST 152 LLC
1020830060,A1,1199,3328,,,"SULLIVAN, JAMES P."
1020830061,B9,1199,3744,,,KYWHIP INC
1020830062,A9,1199,3328,,,"FOX, BERNICE M"
1020830063,S9,1498,5196,,,WEST RIVER ASSOCIATES
1020830064,K1,2500,1150,,,FOUR MANHATTAN LLC
1020830161,B3,1199,3328,,,"IRVING, ALLAN C."
1020830162,C2,1199,3328,,,"BASBUS, VICTOR"
1020840001,C7,1404,3776,,,3680 BROADWAY EQUIESI
1020840002,S9,1248,3776,,,"HERON-ROBINSON, LILIE"
1020840003,B1,1248,3328,,,"ROIG, WENDY E"
1020840004,C0,1666,3776,,,SUGAR HILL ART CENTER
1020840005,B1,1343,3840,,,"SLATON , DENISE"
1020840006,C5,1499,3480,,,557 WEST 152 LLC
1020840007,C5,1499,3300,,,SADAF GROUP LLC
1020840008,B3,1499,2340,,,HAMILTONS 549 LLC
1020840009,B3,1499,2340,,,20 MK LLC
1020840010,N1,7494,20295,,,URBAN RESOURCE INSTIT
1020840013,C0,1665,5501,,,"CARPENTER, KEITH"
1020840014,B9,1665,6290,,,"MATTHEWS, GOLDA K"
1020840015,C1,2498,9084,,,GEORGE BARBEE LIMITE
1020840016,C6,2498,9410,,,529 WEST 152 STREET H
1020840017,C1,2498,9500,,,GEORGE BARBEE LIMITE
1020840018,C6,4996,15820,,,523-25 WEST 152 ST HD
1020840020,C1,4996,17440,,,WEST BRIDGE ASSOCIATE
1020840022,C0,3014,3572,,,MKA HOLDINGS INC.
1020840023,B3,1699,3764,,,"ANDAYA, MARK LYNDON"
1020840024,B3,1499,3180,,,"SUNDERLAND, DONALD"
1020840025,C5,1499,3120,,,NATHAN 26 LLC
1020840029,W1,1612,3716,,,HOLCOMBE RUCKER COMMU
1020840033,M3,2500,3096,,,ST LUKES A M E CHURCH
1020840034,M1,7492,4840,,,ST LUKES METH EPIS CH
1020840037,M1,4996,4996,,,CHURCH/ST. CATHERINEE
1020840039,M3,2498,4841,,,CHURCH ST CATHERINEET
1020840040,W1,4996,12304,,,ST CATHERINE OF GENOA
1020840042,C0,2498,3024,,,ALEJANDRO MARTINEZ
1020840043,C3,2498,3024,,,INCLAN CRIMILDA R
1020840044,C0,1998,3700,,,PAUL WALLFISCH
1020840045,C0,1998,3234,,,"POLLOCK, ROBERT"
1020840046,C0,1998,3360,,,SCANTLEBURY YOLANDA
1020840047,M3,1998,3234,,,CITY OF NEW YORK
1020840048,M1,2498,3234,,,RUSSIAN HOLY FATHERS'
1020840049,C5,2498,9570,,,THE SISTER CECILIA SC
1020840050,C6,3747,12585,,,530 WEST 153 STREET H
1020840052,C6,3747,12585,,,534 WEST 153 STREET H
1020840053,C1,7494,28650,,,CECILIA ASSOCIATES LI
1020840056,V1,9992,0,,,542 W 153 OWNER LLC
1020840061,C6,2492,11215,,,TRINITY STUDIO HOUS D
1020840062,C1,3750,15072,,,3964 BROADWAY RESIDEN
1020840064,C6,3750,15072,,,IRIS SANTIAGO
1020840102,B1,1326,3536,,,ZELEZNIK JOMARIE
1020840104,C0,1504,3884,,,"PRENDERGRAST, JAMESPH"
1020840106,C5,1549,3633,,,555 WEST 152ND ST. LL
1020840107,C5,1499,3230,,,FIRST DEVELOPMENT GRO
1020840109,A9,1549,3300,,,F&S HATCHER
1020840114,B1,1665,3608,,,WOLDENBERG SUSAN
1020840124,B9,1499,3180,,,SCHARPER PHILIP T
1020840125,A9,1499,3180,,,"MATTHEWS, LISA"
1020840129,W1,13600,75241,,,DCAS/DEPARTMENT OF ED
1020840144,C3,1998,2988,,,MINA MARLENE S
1020850001,Z8,310742,3498,,,RECTOR CHURCHWARDNSET
1020850020,M1,41600,28410,,CHAPEL OF THE INTERCESSION,RECTOR CHURCHWARDNSET
1020850032,M3,3898,7915,,,RECTOR CHURCHWARDNSET
1020860011,D1,11492,51876,,,WEST 137TH 611 LLC
1020860016,D1,9160,38750,,,WEST 137TH 609 LLC
1020860020,D1,9160,38750,,,WEST 137TH 607 LLC
1020860024,D1,9160,38750,,,WEST 137TH 605 LLC
1020860029,D7,12490,57415,,,WEST 137TH 601 LLC
1020860036,D7,10000,46716,,,138 BROADWAY ASSOCIAT
1020860037,C3,1665,2682,,,"LEE, MIA"
1020860038,C1,3331,6400,,,"REDAY, BAI SHUE"
1020860040,C4,1774,5548,,,"ZANDER,LLC"
1020860041,C5,1599,3906,,,31 & 71 LLC
1020860042,C2,1599,4176,,,IYAGEH VICTOR O
1020860043,C3,1599,4178,,,"SCHRAMM, RONALD M."
1020860044,B1,2498,3843,,,ECONOMOPOULOS HELEN
1020860045,A9,1499,2646,,,"BAUTISTA, MARY PAULA"
1020860046,B3,1399,2436,,,BRIAN REID
1020860047,C0,1399,2432,,,GWINN LOVELYNN C
1020860048,C2,1499,2646,,,REAL ESTATE INVESTORS
1020860049,C1,4996,17480,,,LARMIC REALTY LLC
1020860051,A9,1499,1980,,,"WEISS, DONALD"
1020860054,D4,7049,29750,,,604 RIVERSIDE DR OWNE
1020860139,C0,1823,4524,,,"BERGERMANN, UWE"
1020860141,C1,1599,3906,,,138 APARTMENTS LLC
1020860146,C5,1399,2460,,,628 WEST 138TH REALT
1020860147,C3,1399,2460,,,"MOUNTAINVIEW, LLC"
1020860150,A9,1499,1980,,,"HAMILTONHEIGHTSW138,"
1020870015,D1,13864,62345,,,610 REALTY ASSOCIATES
1020870016,C1,4996,17510,,,629 WEST 138TH ST. LL
1020870018,C1,4996,17660,,,"VAN DAI, ANDREW"
1020870020,C5,1499,2535,,,ATTILA REALTY LLC
1020870021,C2,1499,2445,,,"KARANJA, EDWARD NJENG"
1020870022,C2,1549,2844,,,RIVERSIDE 613 LLC
1020870023,B1,1649,3728,,,"O'BRIEN, SALLY"
1020870024,C2,1699,3669,,,LOIS V PENNY
1020870025,D2,7433,31554,,,AEC 138 REALTY LLC
1020870029,C7,3992,19790,,,601 WEST 138TH STREET
1020870031,C6,4000,16020,,,3405 BROADWAY HDFC
1020870033,C7,4000,16020,,,MAXREM REALTY LLC
1020870034,C7,4000,16020,,,MAXREM REALTY LLC
1020870036,C7,3990,19140,,,3417 BROADWAY LLC
1020870038,D1,7494,31550,,,602 WEST 139 LLC
1020870041,D7,12488,55670,,,608-610 REALTY CORP
1020870046,C1,4996,17660,,,WEST RIVER APARTMENTS
1020870048,C1,4996,17660,,,"CHRETIEN, JACQUES"
1020870050,D4,12792,76250,,,618 RIVERSIDE DRIVE O
1020870078,D4,71837,400800,,,RIVERVIEW TOWERS INC
1020870088,C1,6250,21885,,,603-607 WEST 139 BCR
1020870091,C1,6245,21885,,,603-607 WEST 139 BCR
1020870093,D7,7494,34360,,,"GVS PROPERTIES, LLC"
1020870097,D7,7494,34790,,,600 REALTY HEIGHTS L
1020870101,C1,4163,14445,,,HDFC CORPORATION
1020870102,C1,4163,14445,,,606/608 WEST 140TH ST
1020870104,C1,4163,14445,,,FIRST LUDFORD-LOURDES
1020870120,C2,1499,2445,,,"SEPULVEDA, MARISELA"
1020870121,B1,1499,3100,,,"LAMBERTINI, LUCA"
1020870123,B9,1585,3728,,,GENARO E. OTERO
1020880012,N9,9809,23497,,,FORTUNE HDFC
1020880016,D6,12673,92360,,,FORTUNE WEST 140TH ST
1020880019,D1,9992,42042,,,"140TH STREET, LLC"
1020880027,D1,13487,56628,,,ACQUISITION AMERICA X
1020880029,D7,8992,42860,,,POLE REALTY LLC C/O L
1020880036,D7,8995,42860,,,POLE REALTY LLC C/O L
1020880038,D7,13490,57500,,,610-620 WEST 141 HOLD
1020880043,D1,9992,42060,,,610-620 WEST 141 HOLD
1020880047,D3,9992,62576,,,622 W 141 ST LLC
1020880051,D1,12500,107701,,,RIVERSIDE DRIVE 635 R
1020880074,D3,17650,156118,,,SHUHAB HOUSING DEVELO
1020880080,D1,9992,42270,,,617 WEST 141 STREET P
1020880084,D1,7494,31674,,,HOUSING PRESERVATION
1020880087,D1,7494,31674,,,605 WEST 141ST STREET
1020880091,D7,9992,47526,,,141 BROADWAY ASSOCIAT
1020880098,D7,9992,48979,,,142 BROADWAY ASSOCIAT
1020880100,D1,14988,65240,,,WEST 142 ST. REALTY C
1020880106,D7,9992,42270,,,618 EQUITY CORP
1020880114,D3,14500,144070,,,SHUHAB HOUSING DEVELO
1020890014,V1,1680,0,,,RIVERSIO DRIVE ENTERP
1020890015,C3,1440,3000,,,"PEREZ, LUCY C"
1020890016,C5,1499,2907,,,SOMA 142 LLC
1020890017,C5,1499,2906,,,SOMA 142 LLC
1020890018,C5,1500,2202,,,SOMA 142 LLC
1020890019,B3,1499,3000,,,MONTAUK 3 LLC
1020890020,B3,1499,3000,,,BLUE HUDSON ASSOCIAT
1020890021,C3,1500,2088,,,"KHALIL, ANIS"
1020890022,B3,1499,2640,,,"CONNORS, RAYMOND M"
1020890023,B3,1499,2640,,,CIVORELLI ANTHONY
1020890024,D1,9992,43100,,,JRG REALTY CORP
1020890029,H6,4996,3000,,,601-142 REALTY LLC
1020890031,D4,5000,20970,,,3485 BROADWAY HDFC CO
1020890033,D6,12500,99946,,,3489 BROADWAY OWNER L
1020890039,U4,4996,0,,,NEW YORK CITY TRANSIT
1020890041,D1,9911,41711,,,PARKSIDE REALTY GROUP
1020890045,D1,9992,87365,,,601 ASSOCIATES LLC
1020890049,C6,2892,10590,,,THE CHEOPS HOUSING DE
1020890115,B3,1500,3000,,,"SOSA, OLGA"
1020890117,B3,1499,3000,,,ROWE BEVERLY F
1020890118,C5,1499,2250,,,627 WEST ASSOCIATES L
1020890120,B3,1408,2880,,,BLUE HUDSON ASSOCIAT
1020890121,C0,1499,2700,,,HAMILTON HEIGHTS REST
1020890123,B3,1499,3500,,,LEVCO GROUP LLC
1020900019,C6,4996,17420,,,619 WEST 143 ST ETAL
1020900021,D1,7500,33190,,,617 WEST 143 HOLDINGS
1020900024,D1,7494,31794,,,RIVERSIDE PLAZA CORP
1020900029,D7,12490,62095,,,3505 BROADWAY REALTY
1020900036,D7,15000,68735,,,"600 W 144TH STREET,L."
1020900040,D1,12488,51570,,,612 WEST 144 LIMITED
